mean,median,std,min,max,p25,p75,p90,p10,range,cv,label,class
48.09715,47.88393,19.351109,0.0995152,89.99991,35.037876,61.840637,74.42227,22.66716,89.90039,0.4023338,0.0,Non-Landslide
55.246525,58.139465,20.898497,0.071726345,89.99942,39.896355,72.143456,81.10677,24.397041,89.9277,0.37827712,0.0,Non-Landslide
21.697481,9.535462,24.632957,0.07077973,89.99905,2.757155,35.721844,64.34248,1.4958684,89.92827,1.1352911,0.0,Non-Landslide
41.945374,41.966137,21.089607,0.097633116,89.99967,26.505674,56.991802,70.567024,12.970209,89.90204,0.5027875,0.0,Non-Landslide
52.082294,54.20347,21.716976,0.07867248,89.99932,35.247524,69.76465,79.987724,21.20679,89.92065,0.41697425,0.0,Non-Landslide
48.42772,47.660618,20.953299,0.30819175,89.99891,31.545774,65.29092,77.794525,20.80427,89.69072,0.4326716,0.0,Non-Landslide
41.51934,38.63954,21.340887,0.35529298,89.99879,24.801777,57.634666,72.86279,15.202155,89.64349,0.5139987,0.0,Non-Landslide
54.459454,59.1086,23.742031,0.1256591,89.99967,39.1361,73.34155,82.49789,16.406538,89.874016,0.43595794,0.0,Non-Landslide
50.13776,53.372124,24.26184,0.07056394,89.99936,29.892372,70.6778,80.7505,14.606443,89.928795,0.48390356,0.0,Non-Landslide
52.11413,54.228798,20.543802,0.14145936,89.99878,36.857307,68.403786,77.96968,22.774675,89.85732,0.39420792,0.0,Non-Landslide
56.429665,59.597446,20.726618,0.27661392,89.99974,41.955936,72.84551,81.835655,25.954185,89.72313,0.36730003,0.0,Non-Landslide
47.410904,46.47708,19.598303,0.36996076,89.998085,32.364704,62.279877,74.68871,21.830765,89.62813,0.4133712,0.0,Non-Landslide
54.553493,57.355927,21.299255,0.0690534,89.9988,38.734665,71.94977,81.122375,22.828243,89.92975,0.3904288,0.0,Non-Landslide
58.807755,62.062447,20.153135,0.33045882,89.99978,45.122505,74.93281,83.29007,28.72246,89.66932,0.3426952,0.0,Non-Landslide
53.923275,56.200394,20.356333,0.47544318,89.99975,38.75488,70.22928,79.61124,24.792364,89.52431,0.3775055,0.0,Non-Landslide
41.618427,37.95575,25.501614,0.070625484,89.99936,18.781414,64.57956,78.30658,9.892533,89.928734,0.61274815,0.0,Non-Landslide
32.33217,26.238527,25.347492,0.05135284,89.9998,9.441121,52.487938,71.3596,3.7323565,89.94845,0.7839713,0.0,Non-Landslide
23.942167,8.012905,28.000528,0.059124198,89.99884,2.1001344,45.39113,72.52608,1.1056236,89.93971,1.1695068,0.0,Non-Landslide
45.8116,45.611214,21.684261,0.26939428,89.999596,27.91125,63.02041,75.73922,16.498142,89.7302,0.4733356,0.0,Non-Landslide
49.476513,49.41778,20.365303,0.15826829,89.99971,33.45109,65.85523,76.97175,22.20078,89.84144,0.41161558,0.0,Non-Landslide
55.522194,58.534554,21.762278,0.36517262,89.99992,38.94915,73.595116,82.692825,23.297655,89.63475,0.39195636,0.0,Non-Landslide
50.754753,52.03041,20.974737,0.070534445,89.99997,35.37188,67.20985,78.12812,21.57355,89.929436,0.41325662,0.0,Non-Landslide
51.869053,53.677418,21.386774,0.50330144,89.99891,35.4839,69.0766,79.65256,21.182766,89.495605,0.41232243,0.0,Non-Landslide
57.869877,59.676796,19.378891,0.8008319,89.999695,43.957012,73.62839,82.67071,30.296677,89.19886,0.3348701,0.0,Non-Landslide
50.727367,52.805496,22.525467,0.07077973,89.99898,33.60755,69.20361,79.56717,18.336123,89.9282,0.4440496,0.0,Non-Landslide
20.599089,4.2564907,26.70991,0.07077973,89.99958,1.7320577,35.504967,69.139534,1.0900781,89.9288,1.2966549,0.0,Non-Landslide
58.395008,60.91318,19.038979,0.53830075,89.99943,45.292263,73.48642,81.96134,30.50328,89.46113,0.32603776,0.0,Non-Landslide
55.88764,57.15468,17.609335,0.67517054,89.99979,43.566544,69.259,78.480545,31.608322,89.324615,0.3150846,0.0,Non-Landslide
20.700005,4.365282,26.5764,0.0736857,89.99958,1.7057735,36.032803,68.789894,1.0790743,89.925896,1.2838838,0.0,Non-Landslide
23.852943,10.0952,26.232637,0.0957859,89.99958,2.2090979,42.89259,67.77588,1.2300954,89.90379,1.0997652,0.0,Non-Landslide
17.924824,3.1590376,24.748508,0.00010789593,89.99787,1.112512,28.674217,62.67122,0.6324695,89.997765,1.3806835,0.0,Non-Landslide
45.41308,53.00354,29.338436,0.034532532,90.0,12.366787,70.997986,81.03633,3.5376165,89.96547,0.64603496,0.0,Non-Landslide
37.075745,31.040985,27.380367,0.14134367,89.999664,11.968644,62.049503,77.97711,4.1715593,89.85832,0.7384981,0.0,Non-Landslide
46.13538,45.648224,22.097406,0.24288239,89.999596,27.982254,63.903217,76.90335,16.453262,89.756714,0.47896877,0.0,Non-Landslide
50.697502,53.17654,23.028696,0.19256999,89.9989,31.130198,70.01756,80.39427,17.686134,89.80633,0.45423728,0.0,Non-Landslide
49.68219,50.453598,21.149546,0.2228161,89.998856,33.118523,66.60161,78.101814,19.652624,89.77604,0.42569673,0.0,Non-Landslide
21.69083,5.0091915,26.979956,0.0736857,89.99958,1.7213545,39.043427,69.591034,1.0856664,89.925896,1.2438415,0.0,Non-Landslide
52.26952,54.157063,20.50232,0.47544318,89.99975,36.65773,68.60199,78.565735,23.187946,89.52431,0.39224234,0.0,Non-Landslide
36.26361,31.581774,26.14952,0.041534852,89.99904,11.610425,59.566795,74.40929,8.779865,89.957504,0.7210953,0.0,Non-Landslide
53.79876,56.616364,21.75657,0.102865905,89.9984,38.987564,71.07091,80.72249,22.098845,89.89553,0.40440655,0.0,Non-Landslide
34.098816,29.974266,22.72535,0.07666777,89.99955,14.386808,51.18372,67.82165,7.3897004,89.92288,0.6664557,0.0,Non-Landslide
41.820366,38.77765,23.611403,0.122906536,89.99865,22.130005,61.231255,76.54938,12.007844,89.87574,0.564591,0.0,Non-Landslide
57.28856,60.496857,20.289284,0.0690534,89.99979,43.63042,73.327484,81.88176,26.66482,89.93073,0.35415944,0.0,Non-Landslide
54.416527,57.622845,22.025354,0.08018626,89.99943,40.38696,71.70322,81.12434,21.928059,89.91924,0.40475488,0.0,Non-Landslide
52.644733,55.34478,22.963297,0.07077973,89.999794,33.748024,72.25422,81.78143,19.150883,89.929016,0.43619362,0.0,Non-Landslide
24.935604,13.330994,25.984068,0.09104683,89.99958,2.5881023,43.888077,67.56407,1.3115337,89.90853,1.0420469,0.0,Non-Landslide
50.96825,51.66519,21.590935,0.12153274,89.99989,33.709,68.96965,79.5601,21.539106,89.87836,0.42361537,0.0,Non-Landslide
50.33018,50.9999,19.988811,0.3275392,89.99974,35.827847,65.59689,76.908646,23.13037,89.6722,0.3971536,0.0,Non-Landslide
50.86289,52.214344,21.831154,0.28580132,89.999596,34.106537,68.48005,79.73312,19.874523,89.71379,0.42921576,0.0,Non-Landslide
56.690044,59.954338,21.334253,0.07077973,89.99924,41.698658,74.00658,82.79055,24.979258,89.92846,0.37633157,0.0,Non-Landslide
52.992268,53.679813,19.102295,0.14871359,89.999825,39.35339,67.55219,78.41071,26.93935,89.85111,0.36047325,0.0,Non-Landslide
51.95419,53.99612,21.782309,0.0707952,89.99923,35.26798,69.5887,80.04018,21.028776,89.92844,0.4192599,0.0,Non-Landslide
41.55383,38.8588,24.214514,0.073239826,89.99843,20.865095,61.64043,77.02553,10.752307,89.925186,0.5827264,0.0,Non-Landslide
38.548904,34.824158,21.683672,0.18466048,89.99925,21.183216,53.80426,71.85363,12.667988,89.81459,0.56249774,0.0,Non-Landslide
40.139362,41.522697,26.987658,0.016592933,89.99988,14.0602455,63.021267,76.6673,2.25901,89.983284,0.6723489,0.0,Non-Landslide
57.93944,61.743126,20.381086,0.15059948,89.99948,44.46904,73.592384,82.44523,27.070702,89.848885,0.35176533,0.0,Non-Landslide
50.556923,51.75701,21.833195,0.28580132,89.999596,33.69369,68.18054,79.58043,19.740812,89.71379,0.4318537,0.0,Non-Landslide
52.87004,53.19586,18.621552,0.2535617,89.999435,39.593124,66.81799,77.99487,27.97484,89.74587,0.35221368,0.0,Non-Landslide
50.56598,51.888382,20.534239,0.17451657,89.9954,35.541943,66.53092,77.33136,21.192196,89.820885,0.40608802,0.0,Non-Landslide
45.507565,43.43423,20.911789,0.089427374,89.99967,29.799782,61.262566,75.89548,18.783642,89.91025,0.45952335,0.0,Non-Landslide
49.63871,49.652523,19.782364,0.30819175,89.99891,34.41756,65.04857,76.53861,22.96421,89.69072,0.39852697,0.0,Non-Landslide
48.083607,47.37342,21.264511,0.30819175,89.99965,30.566473,65.481415,77.685486,20.027136,89.69146,0.44224036,0.0,Non-Landslide
18.216232,10.32329,20.702957,0.0033205247,89.993095,2.4166799,26.060211,50.083664,0.86224765,89.98978,1.1365114,0.0,Non-Landslide
31.694225,28.689074,22.932438,0.042689476,89.997856,11.343031,48.475597,65.22722,3.8765757,89.95517,0.7235526,0.0,Non-Landslide
54.504223,58.983467,23.62734,0.11083039,89.99967,39.193615,73.38285,82.540085,16.871958,89.88884,0.43349558,0.0,Non-Landslide
48.18926,48.017097,23.310417,0.42530137,89.99978,28.72325,68.52103,79.63257,16.444927,89.57448,0.4837264,0.0,Non-Landslide
45.36109,43.878063,21.97466,0.12964098,89.99741,27.16785,63.36738,76.18634,17.16085,89.867775,0.48443854,0.0,Non-Landslide
32.805874,24.135464,26.524765,0.008132751,89.999756,10.494553,54.772667,75.26912,3.5124075,89.99162,0.80853707,0.0,Non-Landslide
52.070038,54.579758,22.7695,0.19709083,89.999435,34.054695,71.02906,81.20258,19.395678,89.802345,0.43728605,0.0,Non-Landslide
41.68507,39.515556,19.291513,0.07895217,89.99965,27.280407,54.78527,69.664024,18.021246,89.9207,0.46279192,0.0,Non-Landslide
46.261963,48.36699,25.115896,0.11506345,89.99972,20.916077,67.966965,79.727646,12.07191,89.88465,0.542906,0.0,Non-Landslide
51.436966,55.92219,25.02734,0.07762095,89.99946,31.831074,72.31392,81.99988,12.096653,89.92184,0.4865633,0.0,Non-Landslide
51.94006,53.360367,20.187569,0.115137786,89.999886,37.534042,67.68559,77.95958,23.552092,89.88475,0.3886705,0.0,Non-Landslide
53.3837,54.107586,19.333279,0.09776342,89.99932,39.36635,68.265434,79.14743,27.142088,89.90156,0.36215696,0.0,Non-Landslide
36.166454,32.669655,20.273815,0.35529298,89.99623,20.468372,49.41604,66.71526,11.997365,89.64094,0.5605696,0.0,Non-Landslide
41.51254,38.47985,23.408749,0.122906536,89.99865,22.062902,60.473198,76.06236,12.081033,89.87574,0.5638959,0.0,Non-Landslide
52.97364,54.859528,20.761545,0.075257875,89.99974,37.180058,69.52771,79.727135,23.551435,89.924484,0.39192218,0.0,Non-Landslide
54.606144,59.6894,23.545841,0.17914355,89.99986,37.905598,73.706116,82.16924,17.06779,89.82072,0.43119398,0.0,Non-Landslide
31.043224,25.531893,20.3132,0.16145341,89.99587,15.106503,42.627377,63.37097,9.801251,89.83442,0.6543521,0.0,Non-Landslide
60.01842,62.681473,18.392155,0.59288,89.99911,48.258118,74.257614,82.331436,33.272118,89.40623,0.3064418,0.0,Non-Landslide
54.25613,56.97442,21.57278,0.13186254,89.99959,38.152084,71.926315,81.27819,22.618673,89.86773,0.39761,0.0,Non-Landslide
56.300835,58.123455,18.42788,0.26189366,89.99979,43.901096,70.36453,79.49581,30.293007,89.73789,0.32731095,0.0,Non-Landslide
46.17468,44.26824,22.501595,0.19709083,89.99863,27.645725,64.89703,78.2968,17.523819,89.80154,0.48731458,0.0,Non-Landslide
60.69444,64.79073,20.68103,0.1435113,89.99939,48.454983,76.938774,84.32321,30.435379,89.85588,0.3407401,0.0,Non-Landslide
35.3067,30.50074,21.744535,0.094141215,89.99846,18.324121,49.152245,69.8837,10.384183,89.90432,0.6158756,0.0,Non-Landslide
51.020714,51.72869,19.293903,0.07864987,89.99878,36.924625,65.90339,76.238174,24.907127,89.92013,0.37815824,0.0,Non-Landslide
31.809408,24.895498,25.9265,0.06710734,89.999245,8.835705,53.783768,71.40774,1.7856222,89.93214,0.81505764,0.0,Non-Landslide
50.671696,52.83557,22.690098,0.07994838,89.999535,34.381832,68.95256,79.48849,18.1653,89.919586,0.44778642,0.0,Non-Landslide
37.68349,35.65756,24.953234,0.07164782,89.99866,14.737128,58.166744,73.57502,6.1868286,89.92701,0.66217947,0.0,Non-Landslide
50.262653,51.960625,21.866646,0.29403284,89.99983,33.938034,68.00262,78.39935,17.858976,89.7058,0.4350476,0.0,Non-Landslide
50.498604,51.896282,21.701206,0.21428064,89.999916,32.89767,68.44717,78.90654,19.98397,89.78564,0.42973873,0.0,Non-Landslide
54.738655,57.99693,21.762743,0.07308749,89.99892,40.003212,71.93295,81.32891,22.626814,89.92583,0.3975754,0.0,Non-Landslide
45.883556,45.928684,23.73443,0.21709944,89.99959,25.771341,65.826324,78.422035,13.782661,89.782486,0.5172753,0.0,Non-Landslide
57.116062,60.313606,20.572075,0.4054497,89.99948,42.745605,73.52193,82.47806,26.321764,89.59403,0.3601802,0.0,Non-Landslide
59.11165,61.57023,18.946426,0.21311392,89.99998,47.272526,73.64397,82.48652,31.889767,89.786865,0.32051933,0.0,Non-Landslide
51.10455,51.417374,20.358217,0.16208467,89.99949,35.420654,67.63629,78.271095,23.546638,89.8374,0.3983641,0.0,Non-Landslide
55.578617,57.295654,19.015814,0.24778213,89.999626,42.63807,70.22437,79.68187,29.049774,89.75185,0.3421426,0.0,Non-Landslide
47.495785,47.091583,18.25859,0.07864987,89.998474,34.485546,60.54222,72.183174,24.00111,89.91982,0.3844255,0.0,Non-Landslide
37.728897,34.98206,21.974913,0.07507294,89.99877,19.936079,53.941692,69.792534,10.376955,89.9237,0.58244246,0.0,Non-Landslide
53.04819,55.37321,21.36768,0.36370003,89.99936,36.595787,70.31923,80.446724,21.92844,89.63566,0.40279752,0.0,Non-Landslide
36.65866,31.582993,28.843033,0.034532532,90.0,8.467958,64.09354,77.252594,3.813414,89.96547,0.78679997,0.0,Non-Landslide
28.006826,21.255123,21.575266,0.07666777,89.99945,10.881889,41.46719,61.885147,5.7026925,89.92278,0.7703574,0.0,Non-Landslide
50.316948,50.64954,20.28809,0.30819175,89.99891,34.516,66.37479,77.77813,22.663717,89.69072,0.4032059,0.0,Non-Landslide
34.673542,30.636684,20.963192,0.11713018,89.99967,18.233286,47.567997,66.91214,10.491346,89.882545,0.60458755,0.0,Non-Landslide
26.583021,17.262949,25.579487,0.015484234,89.99875,3.0340724,46.93419,66.32193,1.2854693,89.98326,0.96224904,0.0,Non-Landslide
57.186363,59.371292,19.764498,0.115437105,89.99972,42.99629,73.0756,82.1988,28.996365,89.88428,0.34561557,0.0,Non-Landslide
55.143585,58.33941,21.040617,0.075257875,89.99974,39.89927,71.86885,81.128006,24.490055,89.924484,0.38156056,0.0,Non-Landslide
38.73218,34.239975,24.5828,0.06991656,89.99831,17.353611,59.0838,75.91076,9.12765,89.92839,0.6346867,0.0,Non-Landslide
54.436543,57.493774,21.289925,0.115521245,89.99864,39.770767,71.216324,80.560234,23.322872,89.88312,0.3910962,0.0,Non-Landslide
57.08286,58.961346,18.914337,0.5496468,89.999626,44.062164,71.89058,81.03895,30.2932,89.44998,0.3313488,0.0,Non-Landslide
58.723137,61.086815,18.286104,0.29045194,89.9999,47.163494,72.60237,81.02536,32.915848,89.70945,0.31139523,0.0,Non-Landslide
44.89985,48.60401,27.057976,0.07077973,89.99969,20.341377,68.007034,79.693695,4.057774,89.92891,0.60262954,0.0,Non-Landslide
46.87334,47.58803,22.011858,0.036385067,89.99996,29.1012,64.50014,76.302444,16.942137,89.96358,0.46960294,0.0,Non-Landslide
39.059444,38.000687,20.438005,0.06991656,89.99844,24.21074,52.9241,67.56952,11.756954,89.92853,0.52325386,0.0,Non-Landslide
24.605076,7.5873337,28.918135,0.00900515,89.99999,1.3724909,47.919727,73.93715,0.71926725,89.99099,1.1752914,0.0,Non-Landslide
57.87869,60.08204,19.063684,0.19311939,89.99948,44.70396,72.79865,81.8814,30.793694,89.80636,0.32937312,0.0,Non-Landslide
46.248573,48.972523,25.782915,0.12077228,89.99966,23.699638,68.25094,79.54272,9.897488,89.87888,0.55748564,0.0,Non-Landslide
46.893814,45.707912,20.723246,0.09306682,89.99891,30.747892,63.040043,76.09612,20.042948,89.905846,0.44191852,0.0,Non-Landslide
54.901505,60.437996,24.55076,0.1256591,89.998665,37.568314,74.95834,83.49616,15.722894,89.87301,0.44717827,0.0,Non-Landslide
33.93704,27.19297,24.011312,0.071395,89.99794,13.474213,53.170555,71.18255,7.200328,89.926544,0.70752525,0.0,Non-Landslide
56.636913,58.711403,19.559574,0.092957154,89.99978,43.12957,71.93872,81.42297,28.449839,89.90682,0.3453503,0.0,Non-Landslide
33.54966,28.648281,20.658823,0.09692366,89.99858,17.645567,45.43797,66.34906,10.783625,89.90166,0.6157685,0.0,Non-Landslide
48.39381,53.63795,27.250761,0.02927809,89.99946,22.30863,71.99324,82.02631,7.65666,89.97018,0.5631043,0.0,Non-Landslide
44.32206,46.629578,25.705095,0.00084828597,89.999954,21.26053,65.727165,78.16363,6.9817057,89.99911,0.57996166,0.0,Non-Landslide
35.79076,35.20568,21.46656,0.15584628,89.99679,18.124537,50.98607,65.373215,6.486499,89.84094,0.59977937,0.0,Non-Landslide
48.166264,47.389397,20.098303,0.36996076,89.998085,32.457054,63.959454,75.98985,21.711973,89.62813,0.4172693,0.0,Non-Landslide
37.09505,35.80421,25.801434,0.017029567,89.999596,15.486951,57.702507,73.871895,1.0047017,89.98257,0.6955492,0.0,Non-Landslide
52.089607,53.210247,20.96809,0.25873083,89.99975,35.250645,69.441605,79.68522,23.269915,89.74102,0.40253884,0.0,Non-Landslide
48.50741,48.031124,21.846083,0.23687725,89.9981,30.73666,66.476974,78.74545,19.383991,89.76122,0.4503659,0.0,Non-Landslide
55.955956,58.17407,20.487158,0.07077973,89.99924,41.865185,72.11882,81.985855,26.362762,89.92846,0.36613005,0.0,Non-Landslide
37.670868,36.95303,23.895338,0.06991656,89.99709,17.274605,55.91893,71.35553,4.575451,89.92718,0.63431877,0.0,Non-Landslide
45.13761,44.02855,23.761307,0.135012,89.99936,24.495852,65.40344,78.46665,13.755156,89.86435,0.5264192,0.0,Non-Landslide
47.726376,45.579155,19.41768,0.4004225,89.99758,32.529953,62.31501,76.213974,23.766743,89.59716,0.4068543,0.0,Non-Landslide
56.738056,59.02089,19.839325,0.07077973,89.99957,41.930252,72.75119,81.96882,28.317972,89.928795,0.34966522,0.0,Non-Landslide
47.393597,46.743263,20.084612,0.15826829,89.99971,31.78814,63.186775,74.89567,20.943516,89.84144,0.42378324,0.0,Non-Landslide
46.46117,47.75339,24.326206,0.12787664,89.999756,26.475136,66.76365,78.83124,11.509712,89.87188,0.52358145,0.0,Non-Landslide
47.97123,47.561943,20.9799,0.15826829,89.99971,31.530087,65.089096,76.43508,20.343128,89.84144,0.4373434,0.0,Non-Landslide
52.169308,53.970932,20.87004,0.048683073,89.998535,37.070442,68.629715,78.72167,23.048069,89.94985,0.40004444,0.0,Non-Landslide
36.25567,35.808716,21.234982,0.15584628,89.99679,19.323004,51.245705,65.24822,6.753927,89.84094,0.585701,0.0,Non-Landslide
54.618504,57.568024,21.412008,0.096764505,89.99982,39.13492,71.826996,81.24721,22.886898,89.90305,0.39202848,0.0,Non-Landslide
46.875744,48.074745,23.52525,0.21139456,89.99948,27.376663,66.30658,78.366745,13.20739,89.788086,0.501864,0.0,Non-Landslide
50.369686,52.572483,22.083794,0.3673926,89.999275,33.08072,68.41539,78.326584,18.958405,89.63188,0.4384342,0.0,Non-Landslide
53.62253,55.590237,20.980412,0.11506345,89.99972,37.702084,70.64298,80.63394,23.150043,89.88465,0.3912611,0.0,Non-Landslide
54.166824,57.72845,22.572302,0.11016388,89.99983,38.806564,72.2655,81.51681,20.55131,89.88967,0.4167182,0.0,Non-Landslide
53.446476,56.37864,22.039335,0.102865905,89.99878,38.530563,70.97765,80.63895,20.933321,89.89591,0.41236275,0.0,Non-Landslide
43.84748,41.029507,22.23322,0.15950698,89.99838,25.637602,61.542633,76.60937,15.902333,89.838875,0.5070581,0.0,Non-Landslide
29.600199,25.13881,21.969534,0.049235433,89.997856,10.506005,45.911243,61.61395,4.0610175,89.94862,0.742209,0.0,Non-Landslide
59.16834,61.96441,18.898027,0.29045194,89.999466,47.25389,73.730286,81.949265,32.0421,89.709015,0.31939426,0.0,Non-Landslide
44.508938,50.152718,29.721931,0.06796588,89.9989,12.0472355,70.89975,81.72055,2.1581702,89.93094,0.66777444,0.0,Non-Landslide
43.5337,45.474316,27.045681,0.00084828597,89.9998,17.13294,67.24081,79.65652,6.3053193,89.998955,0.6212585,0.0,Non-Landslide
54.822758,57.611267,20.732452,0.0690534,89.99979,40.16815,71.28168,80.502716,24.045284,89.93073,0.37817237,0.0,Non-Landslide
36.317673,36.048256,21.263336,0.116067134,89.99679,19.400839,51.344494,65.225426,6.47914,89.88072,0.5854818,0.0,Non-Landslide
47.895092,48.39112,23.461607,0.26395994,89.99978,28.687534,67.98295,79.26695,15.073814,89.73582,0.4898541,0.0,Non-Landslide
49.907124,50.104443,19.443548,0.17830503,89.99991,36.65476,64.16507,76.002686,23.790089,89.8216,0.38959464,0.0,Non-Landslide
55.32378,58.56156,21.6384,0.096764505,89.99982,39.177914,73.072495,82.00808,23.135536,89.90305,0.39112294,0.0,Non-Landslide
44.313328,44.764484,22.174654,0.07034815,89.999825,28.04635,61.09326,74.162895,12.713398,89.929474,0.50040597,0.0,Non-Landslide
37.01823,31.498917,21.73593,0.23940332,89.999435,19.738573,51.849873,71.64962,12.883889,89.76003,0.5871683,0.0,Non-Landslide
48.0374,49.754784,22.29573,0.29403284,89.99983,29.318779,66.39177,77.09253,16.205925,89.7058,0.46413276,0.0,Non-Landslide
33.02897,30.91797,21.450905,0.15584628,89.99679,14.741376,48.50594,63.346733,5.871646,89.84094,0.6494573,0.0,Non-Landslide
32.937824,26.305746,25.703272,0.05135284,89.9998,9.843103,53.676796,72.719864,4.285657,89.94845,0.7803573,0.0,Non-Landslide
39.04325,34.76569,23.094437,0.087860115,89.999435,19.54895,57.336975,73.85574,11.357794,89.911575,0.59150904,0.0,Non-Landslide
55.972164,58.26654,20.757526,0.12804985,89.99983,41.330997,72.775085,82.140305,26.00366,89.87178,0.37085447,0.0,Non-Landslide
55.921455,58.646576,20.580738,0.092957154,89.99978,41.448383,72.29439,81.47788,25.681797,89.90682,0.3680294,0.0,Non-Landslide
51.085476,53.106987,22.229387,0.0707952,89.99923,34.02345,69.12485,79.77844,19.496016,89.92844,0.43514106,0.0,Non-Landslide
48.87514,48.269836,19.37569,0.14871359,89.99965,33.881325,63.769684,75.626656,23.340714,89.85094,0.39643243,0.0,Non-Landslide
57.400246,60.67997,20.88187,0.16359831,89.99892,42.47208,74.42592,82.82116,26.42177,89.83532,0.3637941,0.0,Non-Landslide
39.156,33.868645,23.63532,0.135012,89.99891,19.178967,58.177647,75.64781,11.5973015,89.8639,0.6036194,0.0,Non-Landslide
50.397655,51.142014,19.726349,0.20833969,89.998825,36.82415,65.24473,76.30004,23.308342,89.79048,0.39141402,0.0,Non-Landslide
21.78149,9.951742,25.635841,0.0033205247,89.99776,1.4466922,35.14866,68.40198,0.713514,89.99444,1.1769553,0.0,Non-Landslide
58.976242,62.50283,20.681637,0.85620177,89.99978,45.57594,75.534164,83.74666,27.566063,89.14358,0.35067743,0.0,Non-Landslide
47.465405,47.26002,22.065723,0.19350255,89.998474,29.617321,65.31103,77.83271,18.158861,89.80497,0.46488014,0.0,Non-Landslide
49.05836,49.564617,20.053085,0.0399864,89.99929,35.77337,63.733982,75.51634,22.275488,89.959305,0.4087598,0.0,Non-Landslide
54.07837,54.68588,18.5334,0.14871359,89.998566,40.88395,68.180786,78.760124,28.955677,89.84985,0.34271374,0.0,Non-Landslide
33.227165,29.647114,18.919655,0.09692366,89.99944,18.76236,44.46665,61.20268,11.550683,89.90252,0.56940323,0.0,Non-Landslide
47.973495,49.053677,21.95841,0.048683073,89.9988,31.017351,65.576675,76.69915,17.728193,89.95012,0.45771962,0.0,Non-Landslide
57.821827,61.29405,20.796251,0.15459016,89.99892,43.068584,74.72965,82.944954,26.720324,89.84433,0.35966092,0.0,Non-Landslide
54.640068,56.70154,20.577768,0.6351999,89.99949,39.4653,71.16801,80.98294,24.597158,89.36429,0.37660584,0.0,Non-Landslide
59.39209,63.233665,20.067448,0.10043216,89.999954,46.82193,74.9942,82.95206,28.999956,89.89952,0.33788082,0.0,Non-Landslide
52.52754,53.486076,20.462545,0.0707952,89.99719,36.919918,68.96231,79.600716,24.30019,89.9264,0.38955843,0.0,Non-Landslide
44.13493,50.753975,30.344458,0.06796588,89.99961,10.100107,71.290306,81.72098,1.7730871,89.93165,0.6875384,0.0,Non-Landslide
35.628067,33.92224,22.726074,0.08686699,89.99704,15.689957,52.094875,68.5401,6.5414457,89.91017,0.63786995,0.0,Non-Landslide
35.479637,28.681732,26.268991,0.05853393,89.99983,11.062881,58.794636,74.33647,8.123695,89.9413,0.74039626,0.0,Non-Landslide
40.10445,39.8453,27.073689,0.09557338,89.99721,14.149227,63.899914,77.95007,4.85839,89.901634,0.6750794,0.0,Non-Landslide
49.96129,52.09834,23.104998,0.11675015,89.9989,30.315079,69.32643,80.045784,17.056479,89.88215,0.462458,0.0,Non-Landslide
29.620905,19.090517,28.364376,0.008132751,89.999756,3.5549772,53.98193,75.32608,0.9826979,89.99162,0.9575797,0.0,Non-Landslide
54.93472,55.573902,17.654915,0.62957287,89.999054,42.242188,68.47749,78.1673,31.144907,89.369484,0.3213799,0.0,Non-Landslide
39.98967,37.332233,24.47649,0.07077973,89.99838,18.975082,60.008324,75.82941,8.500562,89.927605,0.6120703,0.0,Non-Landslide
53.56917,54.854614,19.595837,0.21656139,89.999794,39.18746,68.8598,79.14339,26.272108,89.78323,0.36580437,0.0,Non-Landslide
